setN;elemId;elemType;As1Ti;As1Tj;As1Bi;As1Bj;As2Ti;As2Tj;As2Bi;As2Bj;Asw1i;Asw1j;Asw2i;Asw2j;Reinf1;Reinf2;Crack1i;Crack1j;Crack2i;Crack2j;Sw1i;Sw1j;Sw2i;Sw2j;ls1i;ls1j;ls2i;ls2j
1;325978;1;5.292552851924209e-05;5.292401552553549e-05;5.292552851924209e-05;5.292401552553549e-05;5.292552851924209e-05;5.292401552553549e-05;5.292552851924209e-05;5.292401552553549e-05;0.0002298808825683611;0.00022987431091308768;0.0002298808825683611;0.00022987431091308768;0.00019602047599719452;0.00019602047599719452;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
1;325979;1;5.021855920862287e-05;5.021704621491627e-05;5.021855920862287e-05;5.021704621491627e-05;5.021855920862287e-05;5.021704621491627e-05;5.021855920862287e-05;5.021704621491627e-05;0.0002181232202148454;0.00021811664855957198;0.0002181232202148454;0.00021811664855957198;0.00018599466373564176;0.00018599466373564176;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
1;325980;1;2.782503311722377e-05;2.7824219428168503e-05;2.782503311722377e-05;2.7824219428168503e-05;2.782503311722377e-05;2.7824219428168503e-05;2.782503311722377e-05;2.7824219428168503e-05;0.00012085742645263763;0.00012085389221191498;0.00012085742645263763;0.00012085389221191498;0.00010305567821194072;0.00010305567821194072;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
1;325981;1;1.999734180591732e-05;1.9997818840874638e-05;1.999734180591732e-05;1.9997818840874638e-05;1.999734180591732e-05;1.9997818840874638e-05;1.999734180591732e-05;1.9997818840874638e-05;8.685801940918033e-05;8.686009140014714e-05;8.685801940918033e-05;8.686009140014714e-05;7.406599570694371e-05;7.406599570694371e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
1;325988;1;6.9278870476617e-06;6.926617120813465e-06;6.9278870476617e-06;6.926617120813465e-06;6.9278870476617e-06;6.926617120813465e-06;6.9278870476617e-06;6.926617120813465e-06;3.009112678527855e-05;3.0085610885620342e-05;3.009112678527855e-05;3.0085610885620342e-05;2.5658840917265763e-05;2.5658840917265763e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
1;325989;1;4.788486975210702e-06;4.789856338500994e-06;4.788486975210702e-06;4.789856338500994e-06;4.788486975210702e-06;4.789856338500994e-06;4.788486975210702e-06;4.789856338500994e-06;2.0798689079284826e-05;2.080463687896744e-05;2.0798689079284826e-05;2.080463687896744e-05;1.7740208661114936e-05;1.7740208661114936e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
1;325990;1;1.3571484657570217e-05;1.3570981626157457e-05;1.3571484657570217e-05;1.3570981626157457e-05;1.3571484657570217e-05;1.3570981626157457e-05;1.3571484657570217e-05;1.3570981626157457e-05;5.8947448577881305e-05;5.894526367187544e-05;5.8947448577881305e-05;5.894526367187544e-05;5.0264757991001216e-05;5.0264757991001216e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
1;326000;1;1.2148115030924523e-05;0.000552148931319621;1.2148115030924523e-05;1.2148931319625333e-05;1.2148115030924523e-05;1.2148931319625333e-05;1.2148115030924523e-05;0.000552148931319621;5.2765073547363675e-05;5.276861907959024e-05;5.2765073547363675e-05;5.276861907959024e-05;0.0010449960419245386;0.0010449960419245386;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
1;326001;1;0.0005411679190317747;1.1697413833053065e-06;1.1679190317789755e-06;1.1697413833053065e-06;1.1679190317789755e-06;1.1697413833053065e-06;0.0005411679190317747;1.1697413833053065e-06;5.072830924987831e-06;5.080746269226112e-06;5.072830924987831e-06;5.080746269226112e-06;0.0010043256260436262;0.0010043256260436262;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
1;326002;1;1.1112339556658749e-05;1.1110046669288958e-05;1.1112339556658749e-05;1.1110046669288958e-05;1.1112339556658749e-05;1.1110046669288958e-05;1.1112339556658749e-05;1.1110046669288958e-05;4.826620529174841e-05;4.82562461853031e-05;4.826620529174841e-05;4.82562461853031e-05;4.115681317281052e-05;4.115681317281052e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
1;326003;1;1.9079347172489943e-05;1.9076553853352932e-05;1.9079347172489943e-05;1.9076553853352932e-05;1.9079347172489943e-05;1.9076553853352932e-05;1.9079347172489943e-05;1.9076553853352932e-05;8.28707296752936e-05;8.285859695434633e-05;8.28707296752936e-05;8.285859695434633e-05;7.066424878700036e-05;7.066424878700036e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
1;326004;1;2.183969760470928e-05;0.000561836185483575;2.183969760470928e-05;2.183618548357936e-05;2.183969760470928e-05;0.000561836185483575;2.183969760470928e-05;2.183618548357936e-05;9.486025177002025e-05;9.48449969482429e-05;9.486025177002025e-05;9.48449969482429e-05;0.0010808747610502947;0.0010808747610502947;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
1;326036;1;1.0805291846946473e-06;1.0822891447279228e-06;1.0805291846946473e-06;1.0822891447279228e-06;1.0805291846946473e-06;1.0822891447279228e-06;1.0805291846946473e-06;1.0822891447279228e-06;4.6932550239563345e-06;4.7008993721008655e-06;4.6932550239563345e-06;4.7008993721008655e-06;4.008478313807154e-06;4.008478313807154e-06;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
1;326037;1;9.323476014313907e-07;9.357960312454822e-07;9.323476014313907e-07;9.357960312454822e-07;9.323476014313907e-07;9.357960312454822e-07;9.323476014313907e-07;9.357960312454822e-07;4.049631538391144e-06;4.064609718322785e-06;4.049631538391144e-06;4.064609718322785e-06;3.465911226835148e-06;3.465911226835148e-06;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
1;326038;1;1.2937275780571877e-06;1.2992953689010103e-06;1.2937275780571877e-06;1.2992953689010103e-06;1.2937275780571877e-06;1.2992953689010103e-06;1.2937275780571877e-06;1.2992953689010103e-06;5.619277610778851e-06;5.643461189270062e-06;5.619277610778851e-06;5.643461189270062e-06;4.8122050700037806e-06;4.8122050700037806e-06;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
1;326039;1;1.8642847838225256e-06;1.8692377584951962e-06;1.8642847838225256e-06;1.8692377584951962e-06;1.8642847838225256e-06;1.8692377584951962e-06;1.8642847838225256e-06;1.8692377584951962e-06;8.097480430603089e-06;8.11899356842047e-06;8.097480430603089e-06;8.11899356842047e-06;6.923102809241524e-06;6.923102809241524e-06;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
1;326040;1;2.8290967588071572e-06;2.828421500877108e-06;2.8290967588071572e-06;2.828421500877108e-06;2.8290967588071572e-06;2.828421500877108e-06;2.8290967588071572e-06;2.828421500877108e-06;1.2288120269775482e-05;1.2285187301635834e-05;1.2288120269775482e-05;1.2285187301635834e-05;1.0478136143730297e-05;1.0478136143730297e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
1;326044;1;2.5073636107974674e-07;2.4982973469628315e-07;2.5073636107974674e-07;2.4982973469628315e-07;2.5073636107974674e-07;2.4982973469628315e-07;2.5073636107974674e-07;2.4982973469628315e-07;1.089067933559426e-06;1.0851300215721212e-06;1.089067933559426e-06;1.0851300215721212e-06;9.286531891842548e-07;9.286531891842548e-07;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
1;326045;1;7.102540983977166e-06;7.0982229727286135e-06;7.102540983977166e-06;7.0982229727286135e-06;7.102540983977166e-06;7.0982229727286135e-06;7.102540983977166e-06;7.0982229727286135e-06;3.084973236084008e-05;3.08309771728518e-05;3.084973236084008e-05;3.08309771728518e-05;2.6305707348063792e-05;2.6305707348063792e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
1;326046;1;1.7826619579173965e-05;1.7823701477050846e-05;1.7826619579173965e-05;1.7823701477050846e-05;1.7826619579173965e-05;1.7823701477050846e-05;1.7826619579173965e-05;1.7823701477050846e-05;7.742953460693418e-05;7.741685989379941e-05;7.742953460693418e-05;7.741685989379941e-05;6.602451695990411e-05;6.602451695990411e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
1;326047;1;1.6368639571578474e-05;1.6370174662272195e-05;1.6368639571578474e-05;1.6370174662272195e-05;1.6368639571578474e-05;1.6370174662272195e-05;1.6368639571578474e-05;1.6370174662272195e-05;7.10968301391607e-05;7.110349777221734e-05;7.10968301391607e-05;7.110349777221734e-05;6.063027652693455e-05;6.063027652693455e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
1;326048;1;1.7101284677011057e-05;1.710064126473892e-05;1.7101284677011057e-05;1.710064126473892e-05;1.7101284677011057e-05;1.710064126473892e-05;1.7101284677011057e-05;1.710064126473892e-05;7.427905822753962e-05;7.427626358032283e-05;7.427905822753962e-05;7.427626358032283e-05;6.333809139633777e-05;6.333809139633777e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
1;326049;1;1.9703111323603948e-05;1.970115379050933e-05;1.9703111323603948e-05;1.970115379050933e-05;1.9703111323603948e-05;1.970115379050933e-05;1.9703111323603948e-05;1.970115379050933e-05;8.558003570556705e-05;8.557153320312564e-05;8.558003570556705e-05;8.557153320312564e-05;7.297448638371893e-05;7.297448638371893e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
1;326050;1;2.0706136463306643e-05;2.0705285079390987e-05;2.0706136463306643e-05;2.0705285079390987e-05;2.0706136463306643e-05;2.0705285079390987e-05;2.0706136463306643e-05;2.0705285079390987e-05;8.993665359497137e-05;8.993295562744209e-05;8.993665359497137e-05;8.993295562744209e-05;7.668939430854374e-05;7.668939430854374e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
1;326051;1;9.056764079906355e-06;9.05361785888675e-06;9.056764079906355e-06;9.05361785888675e-06;9.056764079906355e-06;9.05361785888675e-06;9.056764079906355e-06;9.05361785888675e-06;3.933785789489775e-05;3.9324192352295216e-05;3.933785789489775e-05;3.9324192352295216e-05;3.354357066632011e-05;3.354357066632011e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
1;326052;1;5.261033969455314e-06;5.25955704583064e-06;5.261033969455314e-06;5.25955704583064e-06;5.261033969455314e-06;5.25955704583064e-06;5.261033969455314e-06;5.25955704583064e-06;2.285118667602556e-05;2.2844771690368826e-05;2.285118667602556e-05;2.2844771690368826e-05;1.9485310997982803e-05;1.9485310997982803e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
1;326053;1;6.015351669876685e-06;6.016166658754723e-06;6.015351669876685e-06;6.016166658754723e-06;6.015351669876685e-06;6.016166658754723e-06;6.015351669876685e-06;6.016166658754723e-06;2.6127549209594922e-05;2.613108909606953e-05;2.6127549209594922e-05;2.613108909606953e-05;2.2282098736128788e-05;2.2282098736128788e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
1;326054;1;8.269562813087776e-06;8.271499549018041e-06;8.269562813087776e-06;8.271499549018041e-06;8.269562813087776e-06;8.271499549018041e-06;8.269562813087776e-06;8.271499549018041e-06;3.591866630554226e-05;3.592707847595242e-05;3.591866630554226e-05;3.592707847595242e-05;3.063518351488189e-05;3.063518351488189e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
1;326055;1;1.3985584795916572e-05;1.3988092154043742e-05;1.3985584795916572e-05;1.3988092154043742e-05;1.3985584795916572e-05;1.3988092154043742e-05;1.3985584795916572e-05;1.3988092154043742e-05;6.074608352661178e-05;6.0756974182129367e-05;6.074608352661178e-05;6.0756974182129367e-05;5.180774871868095e-05;5.180774871868095e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
2;325658;1;1.3386118231879389e-05;1.3387541537814719e-05;1.3386118231879389e-05;1.3387541537814719e-05;1.3386118231879389e-05;1.3387541537814719e-05;1.3386118231879389e-05;1.3387541537814719e-05;5.814231353759809e-05;5.814849563598677e-05;5.814231353759809e-05;5.814849563598677e-05;4.958348717709196e-05;4.958348717709196e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
2;325659;1;1.007805497911245e-05;1.0078023783365921e-05;1.007805497911245e-05;1.0078023783365921e-05;1.007805497911245e-05;1.0078023783365921e-05;1.007805497911245e-05;1.0078023783365921e-05;4.377381271362338e-05;4.37736772155765e-05;4.377381271362338e-05;4.37736772155765e-05;3.732612955226864e-05;3.732612955226864e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
2;325660;1;1.0975625497323535e-05;1.0974567441587135e-05;1.0975625497323535e-05;1.0974567441587135e-05;1.0975625497323535e-05;1.0974567441587135e-05;1.0975625497323535e-05;1.0974567441587135e-05;4.767239074707067e-05;4.766779510498083e-05;4.767239074707067e-05;4.766779510498083e-05;4.0650464804902316e-05;4.0650464804902316e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
2;325141;1;1.5986145923755846e-05;1.599329234935625e-05;1.5986145923755846e-05;1.599329234935625e-05;1.5986145923755846e-05;1.599329234935625e-05;1.5986145923755846e-05;1.599329234935625e-05;6.943547729492239e-05;6.946651763916068e-05;6.943547729492239e-05;6.946651763916068e-05;5.923441610872733e-05;5.923441610872733e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
2;325142;1;1.5993294949001794e-05;1.5999838256835995e-05;1.5993294949001794e-05;1.5999838256835995e-05;1.5993294949001794e-05;1.5999838256835995e-05;1.5993294949001794e-05;1.5999838256835995e-05;6.946652893066458e-05;6.949494964599661e-05;6.946652893066458e-05;6.949494964599661e-05;5.925866021050417e-05;5.925866021050417e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
2;325143;1;1.5999834357367678e-05;1.6005768048321818e-05;1.5999834357367678e-05;1.6005768048321818e-05;1.5999834357367678e-05;1.6005768048321818e-05;1.5999834357367678e-05;1.6005768048321818e-05;6.949493270874075e-05;6.952070556640677e-05;6.949493270874075e-05;6.952070556640677e-05;5.92806224011924e-05;5.92806224011924e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
2;325144;1;1.6005768048321818e-05;1.6011093422218664e-05;1.6005768048321818e-05;1.6011093422218664e-05;1.6005768048321818e-05;1.6011093422218664e-05;1.6005768048321818e-05;1.6011093422218664e-05;6.952070556640677e-05;6.954383621215873e-05;6.952070556640677e-05;6.954383621215873e-05;5.9300346008217756e-05;5.9300346008217756e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
2;325145;1;1.6011093422218664e-05;1.6015807879412675e-05;1.6011093422218664e-05;1.6015807879412675e-05;1.6011093422218664e-05;1.6015807879412675e-05;1.6011093422218664e-05;1.6015807879412675e-05;6.954383621215873e-05;6.956431335449272e-05;6.954383621215873e-05;6.956431335449272e-05;5.931780696078817e-05;5.931780696078817e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
2;325146;1;1.6015807879412675e-05;1.6019907520435533e-05;1.6015807879412675e-05;1.6019907520435533e-05;1.6015807879412675e-05;1.6019907520435533e-05;1.6015807879412675e-05;1.6019907520435533e-05;6.956431335449272e-05;6.958212005615287e-05;6.956431335449272e-05;6.958212005615287e-05;5.933299081642838e-05;5.933299081642838e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
2;325147;1;1.6019907520435533e-05;1.602339364511001e-05;1.6019907520435533e-05;1.602339364511001e-05;1.6019907520435533e-05;1.602339364511001e-05;1.6019907520435533e-05;1.602339364511001e-05;6.958212005615287e-05;6.959726196289115e-05;6.958212005615287e-05;6.959726196289115e-05;5.934590238929682e-05;5.934590238929682e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
2;325148;1;1.602339364511001e-05;1.602625975432225e-05;1.602339364511001e-05;1.602625975432225e-05;1.602339364511001e-05;1.602625975432225e-05;1.602339364511001e-05;1.602625975432225e-05;6.959726196289115e-05;6.96097108459478e-05;6.959726196289115e-05;6.96097108459478e-05;5.935651760860141e-05;5.935651760860141e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
2;325149;1;1.602625975432225e-05;1.6028509747540568e-05;1.602625975432225e-05;1.6028509747540568e-05;1.602625975432225e-05;1.6028509747540568e-05;1.602625975432225e-05;1.6028509747540568e-05;6.96097108459478e-05;6.961948364257865e-05;6.96097108459478e-05;6.961948364257865e-05;5.9364850916817405e-05;5.9364850916817405e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
2;325150;1;1.6028509747540568e-05;1.6030139725296645e-05;1.6028509747540568e-05;1.6030139725296645e-05;1.6028509747540568e-05;1.6030139725296645e-05;1.6028509747540568e-05;1.6030139725296645e-05;6.961948364257865e-05;6.962656341552787e-05;6.961948364257865e-05;6.962656341552787e-05;5.937088787146954e-05;5.937088787146954e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
2;325151;1;1.6030139725296645e-05;1.6031150987413252e-05;1.6030139725296645e-05;1.6031150987413252e-05;1.6030139725296645e-05;1.6031150987413252e-05;1.6030139725296645e-05;1.6031150987413252e-05;6.962656341552787e-05;6.96309558105474e-05;6.962656341552787e-05;6.96309558105474e-05;5.937463328671623e-05;5.937463328671623e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
2;325152;1;1.603114968759048e-05;1.6031538334599306e-05;1.603114968759048e-05;1.6031538334599306e-05;1.603114968759048e-05;1.6031538334599306e-05;1.603114968759048e-05;1.6031538334599306e-05;6.963095016479544e-05;6.963263824462943e-05;6.963095016479544e-05;6.963263824462943e-05;5.937606790592384e-05;5.937606790592384e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
2;325153;1;1.603154223406762e-05;1.603131216543698e-05;1.603154223406762e-05;1.603131216543698e-05;1.603154223406762e-05;1.603131216543698e-05;1.603154223406762e-05;1.603131216543698e-05;6.963265518188528e-05;6.963165588378959e-05;6.963265518188528e-05;6.963165588378959e-05;5.937608234839908e-05;5.937608234839908e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
2;325154;1;1.603131216543698e-05;1.6030460781521324e-05;1.603131216543698e-05;1.6030460781521324e-05;1.603131216543698e-05;1.6030460781521324e-05;1.603131216543698e-05;1.6030460781521324e-05;6.963165588378959e-05;6.962795791626029e-05;6.963165588378959e-05;6.962795791626029e-05;5.937523024235967e-05;5.937523024235967e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
2;325155;1;1.6030460781521324e-05;1.6028989382143432e-05;1.6030460781521324e-05;1.6028989382143432e-05;1.6030460781521324e-05;1.6028989382143432e-05;1.6030460781521324e-05;1.6028989382143432e-05;6.962795791626029e-05;6.962156692504935e-05;6.962795791626029e-05;6.962156692504935e-05;5.937207696859798e-05;5.937207696859798e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
2;325684;1;2.3697991830331393e-05;2.3698077618634345e-05;2.3697991830331393e-05;2.3698077618634345e-05;2.3697991830331393e-05;2.3698077618634345e-05;2.3697991830331393e-05;2.3698077618634345e-05;0.00010293171234130937;0.00010293208496093828;0.00010293171234130937;0.00010293208496093828;8.777065784679458e-05;8.777065784679458e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
2;325685;1;1.8292113410102063e-05;1.8290761594419192e-05;1.8292113410102063e-05;1.8290761594419192e-05;1.8292113410102063e-05;1.8290761594419192e-05;1.8292113410102063e-05;1.8290761594419192e-05;7.945139694213927e-05;7.944552536010802e-05;7.945139694213927e-05;7.944552536010802e-05;6.774856818556375e-05;6.774856818556375e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
2;325686;1;1.2512994780363904e-05;1.2511177628128661e-05;1.2512994780363904e-05;1.2511177628128661e-05;1.2512994780363904e-05;1.2511177628128661e-05;1.2512994780363904e-05;1.2511177628128661e-05;5.434992080688517e-05;5.434202804565471e-05;5.434992080688517e-05;5.434202804565471e-05;4.634442511245928e-05;4.634442511245928e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
2;325687;1;3.533726459079331e-06;3.5297808470549535e-06;3.533726459079331e-06;3.5297808470549535e-06;3.533726459079331e-06;3.5297808470549535e-06;3.533726459079331e-06;3.5297808470549535e-06;1.534866405487072e-05;1.533152637481701e-05;1.534866405487072e-05;1.533152637481701e-05;1.3087875774368e-05;1.3087875774368e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
2;325688;1;6.380767596209513e-06;6.379957806622564e-06;6.380767596209513e-06;6.379957806622564e-06;6.380767596209513e-06;6.379957806622564e-06;6.380767596209513e-06;6.379957806622564e-06;2.7714725341797085e-05;2.7711208038330286e-05;2.7714725341797085e-05;2.7711208038330286e-05;2.3632472578553947e-05;2.3632472578553947e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
2;325689;1;1.0189424444128002e-05;1.0190352517587204e-05;1.0189424444128002e-05;1.0190352517587204e-05;1.0189424444128002e-05;1.0190352517587204e-05;1.0189424444128002e-05;1.0190352517587204e-05;4.4257543563843106e-05;4.426157463073764e-05;4.4257543563843106e-05;4.426157463073764e-05;3.77420463614344e-05;3.77420463614344e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
2;325690;1;1.497854410807297e-05;1.4980450948079482e-05;1.497854410807297e-05;1.4980450948079482e-05;1.497854410807297e-05;1.4980450948079482e-05;1.497854410807297e-05;1.4980450948079482e-05;6.505898071289112e-05;6.506726303100635e-05;6.505898071289112e-05;6.506726303100635e-05;5.548315165955409e-05;5.548315165955409e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
2;325691;1;1.9823584097403138e-05;1.9825866586190753e-05;1.9823584097403138e-05;1.9825866586190753e-05;1.9823584097403138e-05;1.9825866586190753e-05;1.9823584097403138e-05;1.9825866586190753e-05;8.61033065795905e-05;8.611322052002018e-05;8.61033065795905e-05;8.611322052002018e-05;7.34291355044108e-05;7.34291355044108e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
2;325692;1;9.391674465603332e-06;9.389180105703883e-06;9.391674465603332e-06;9.389180105703883e-06;9.391674465603332e-06;9.389180105703883e-06;9.391674465603332e-06;9.389180105703883e-06;4.079253387451203e-05;4.078169967651398e-05;4.079253387451203e-05;4.078169967651398e-05;3.478397950223485e-05;3.478397950223485e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
2;325696;1;2.4986989678277e-05;2.498971410680709e-05;2.4986989678277e-05;2.498971410680709e-05;2.4986989678277e-05;2.498971410680709e-05;2.4986989678277e-05;2.498971410680709e-05;0.0001085304464721688;0.00010854227996826254;0.0001085304464721688;0.00010854227996826254;9.255449669187886e-05;9.255449669187886e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
2;325697;1;2.741801701298476e-05;2.742024230957041e-05;2.741801701298476e-05;2.742024230957041e-05;2.741801701298476e-05;2.742024230957041e-05;2.741801701298476e-05;2.742024230957041e-05;0.00011908956085205169;0.00011909922637939543;0.00011908956085205169;0.00011909922637939543;0.00010155645299840975;0.00010155645299840975;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
2;325698;1;3.250636562771279e-05;3.250697654441563e-05;3.250636562771279e-05;3.250697654441563e-05;3.250636562771279e-05;3.250697654441563e-05;3.250636562771279e-05;3.250697654441563e-05;0.00014119069244384873;0.0001411933459472667;0.00014119069244384873;0.0001411933459472667;0.00012039620942376257;0.00012039620942376257;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
2;325699;1;3.254836030183027e-05;3.254756221064827e-05;3.254836030183027e-05;3.254756221064827e-05;3.254836030183027e-05;3.254756221064827e-05;3.254836030183027e-05;3.254756221064827e-05;0.00014137309539795028;0.00014136962890625107;0.00014137309539795028;0.00014136962890625107;0.00012054948259937234;0.00012054948259937234;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
2;325700;1;2.540909672489882e-05;2.5406941618742858e-05;2.540909672489882e-05;2.5406941618742858e-05;2.540909672489882e-05;2.5406941618742858e-05;2.540909672489882e-05;2.5406941618742858e-05;0.00011036385925293051;0.00011035449859619224;0.00011036385925293051;0.00011035449859619224;9.410776564777417e-05;9.410776564777417e-05;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
2;325701;1;4.700740944191279e-05;4.700907321506093e-05;4.700740944191279e-05;4.700907321506093e-05;4.700740944191279e-05;4.700907321506093e-05;4.700740944191279e-05;4.700907321506093e-05;0.00020417566101074374;0.00020418288757324373;0.00020417566101074374;0.00020418288757324373;0.00017410767857430117;0.00017410767857430117;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
2;325702;1;4.1936158695927526e-05;4.1938407389323065e-05;4.1936158695927526e-05;4.1938407389323065e-05;4.1936158695927526e-05;4.1938407389323065e-05;4.1936158695927526e-05;4.1938407389323065e-05;0.0001821487936401381;0.00018215856079101698;0.0001821487936401381;0.00018215856079101698;0.00015532743477527188;0.00015532743477527188;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
2;325712;1;2.8749732236509073e-05;2.8749204508463646e-05;2.8749732236509073e-05;2.8749204508463646e-05;2.8749732236509073e-05;2.8749204508463646e-05;2.8749732236509073e-05;2.8749204508463646e-05;0.0001248738369750986;0.00012487154479980564;0.0001248738369750986;0.00012487154479980564;0.00010648048976484929;0.00010648048976484929;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0
